English_Name;Native_Name;Glottocode;near_ISO6393;639-3;639-2_B;639-2_T;639-1;Scope;Language_Type;#L1_Speakers
Coeur d'Alene;Snchitsu’umshtsn;coeu1236;0;crd;0;0;0;I;L;Unknow
Cree;ᓀᐦᐃᔭᐍᐏᐣ / nēhiyawēwin (Plains) / ᓃᐦᐃᖬᐑᐏᐣ / nīhithawīwin (Woods) / ᓀᐦᐃᓇᐌᐎᐣ / nêhinawêwin (W Swampy) / ᐃᓂᓃᒧᐎᓐ / ininîmowin (E Swampy) / ᐃᔨᓂᐤ ᐊᔭᒥᐎᓐ / Iyiniu-Ayamiwin (N Eastern) / ᐄᔨᔫ ᐊᔨᒨᓐ / Iyiyiu-Ayamiwin (S Eastern);cree1272;0;cre;cre;cre;cr;M;L;200000
Crimean Tatar;qırımtatar tili / къырымтатар тили /قریم تاتار تلی;crim1257;0;crh;crh;crh;0;I;L;500000
Plains Cree;ᓀᐦᐃᔭᐍᐏᐣ nēhiyawēwin;plai1258;0;crk;0;0;0;I;L;10K-100K
Moose Cree;Ililîmowin / ᐃᓕᓖᒧᐎᓐ;moos1236;0;crm;0;0;0;I;L;<10K
Crow;Apsáalooke aliláau;crow1244;0;cro;0;0;0;I;L;<10K
Carolina Algonquian;Pamlico;caro1243;0;crr;0;0;0;I;E;Unknow
Chaura;Sanënyö;chau1258;0;crv;0;0;0;I;L;Unknow
Carrier;ᑕᗸᒡ;0;0;crx;0;0;0;I;L;<10K
Cruzeño;Island Chumash;cruz1243;0;crz;0;0;0;I;E;Unknow
Kashubian;kaszëbsczi;kash1274;0;csb;csb;csb;0;I;L;100000
Swampy Cree;ᓀᐦᐃᓇᐍᐏᐣ / Nêhinawêwin;swam1239;0;csw;0;0;0;I;L;<10K
Chittagonian;চাটগাঁইয়া / চিটাইঙ্গা;chit1275;0;ctg;0;0;0;I;L;15000000
Chitimacha;Sitimaxa / Čitimaaša;chit1248;0;ctm;0;0;0;I;E;Unknow
Cubeo;pãmié;cube1242;0;cub;0;0;0;I;L;<10K
Mashco Piro;Cujareño;mash1270;0;cuj;0;0;0;I;L;Unknow
Cumanagoto;Chaima;cuma1240;0;cuo;0;0;0;I;E;Unknow
Cupeño;Kupangaxwicham Peme̲melki;cupe1243;0;cup;0;0;0;I;E;Unknow
Tai Ya;Tai Cung;taiy1242;0;cuu;0;0;0;I;L;Unknow
Kwere;Kwere;kwer1261;0;cwe;0;0;0;I;L;10K-100K
Welsh;Cymraeg;wels1247;0;cym;wel;cym;cy;I;L;700000
Dangaléat;Dangla;0;0;daa;0;0;0;I;L;10K-100K
Dagbani;Dagbanli;dagb1246;0;dag;0;0;0;I;L;12000000
Gwahatike; Dahating;gwah1244;0;dah;0;0;0;I;L;<10K
Dakota;Dakhódiapi / Dakȟótiyapi;dako1258;0;dak;dak;dak;0;I;L;<10K
Danish;dansk;dani1285;0;dan;dan;dan;da;I;L;5000000
Dargwa;дарган мез / dargan mez;0;0;dar;dar;dar;0;I;L;500000
Bangime;Baŋgɛri-mɛ;bang1363;0;dba;0;0;0;I;L;Unknow
Dadiya;Lodiya;dadi1249;0;dbd;0;0;0;I;L;10K-100K
Dibiyaso;Bainapi;dibi1240;0;dby;0;0;0;I;L;Unknow
Dongotono;Dongotono;dong1294;0;ddd;0;0;0;I;L;Unknow
Dagik;Dengebu;dagi1241;0;dec;0;0;0;I;L;Unknow
Dehwari;دهواری / Dehwārī;dehw1238;0;deh;0;0;0;I;L;Unknow
Dem;Lem;demm1245;0;dem;0;0;0;I;L;Unknow
Deori;দেউৰী;deor1238;0;der;0;0;0;I;L;Unknow
Desano;Winá;desa1247;0;des;0;0;0;I;L;<10K
German;Deutsch;stan1295;0;deu;ger;deu;de;I;L;95000000
Domung; Gabutamon;domu1246;0;dev;0;0;0;I;L;Unknow
Dogrib;Tłı̨chǫ Yatıì;dogr1252;0;dgr;dgr;dgr;0;I;L;<10K
Dogoso;Black Dogose;dogo1294;0;dgs;0;0;0;I;L;Unknow
Dhundari;ढूंढाड़ी;dhun1238;0;dhd;0;0;0;I;L;10000000
Dhimal;धिमाल;dhim1246;0;dhi;0;0;0;I;L;Unknow
Zemba; Dhimba;zemb1238;0;dhm;0;0;0;I;L;10K-100K
Dia;Metru;0;0;dia;0;0;0;I;L;<10K
Digo;Chidigo;digo1243;0;dig;0;0;0;I;L;500000
Dilling;Warki;dill1242;0;dil;0;0;0;I;L;Unknow
Dinka;Thuɔŋjäŋ;dink1262;0;din;din;din;0;M;L;1000000
Dibo;Ganagana;dibo1247;0;dio;0;0;0;I;L;10K-100K
Dimasa;Grao-Dima / গ্ৰাউ-ডিমা;dima1251;0;dis;0;0;0;I;L;100000
Ding;Di;ding1239;0;diz;0;0;0;I;L;200000
Zarma;Zarma ciine;zarm1239;0;dje;0;0;0;I;L;4000000
Jawoyn;Djauan;djau1244;0;djn;0;0;0;I;L;Unknow
Jangkang;Djongkang;jang1257;0;djo;0;0;0;I;L;Unknow
Dolgan;Дулҕан / Dulğan / Һака / Haka;dolg1241;0;dlg;0;0;0;I;L;<10K
Dahalik;Dahaalik / Dahalik / Dahlak;daha1247;0;dlk;0;0;0;I;L;Unknow
Dalmatian;dalmato / langa dalmata;dalm1243;0;dlm;0;0;0;I;E;Unknow
Gavak;Bosiken;dimi1244;0;dmc;0;0;0;I;L;Unknow
Dameli;Dāmya bāṣa;dame1241;0;dml;0;0;0;I;L;Unknow
East Damar;South Damar;east2472;0;dmr;0;0;0;I;L;Unknow
Demta;Sowari;demt1241;0;dmy;0;0;0;I;L;Unknow
Dungan;Хуэйзў йүян / 回族語言 / خُوِزُو یُوِیًا / Hueizû yüyan;dung1253;0;dng;0;0;0;I;L;100000
Dan;Yacouba;dann1241;0;dnj;0;0;0;I;L;2000000
Dengka;Western Rote;deng1253;0;dnk;0;0;0;I;L;Unknow
Danau;Kənɒ̀ / Thanɔ / Htanaw / ကနော် / ထနော့;dana1252;0;dnu;0;0;0;I;L;Unknow
Western Dani;Lani;west2594;0;dnw;0;0;0;I;L;200000
Dom;Dom;domm1246;0;doa;0;0;0;I;L;Unknow
Domu;Dom;domu1245;0;dof;0;0;0;I;L;Unknow
Bussa;Mossittaata;buss1239;0;dox;0;0;0;I;L;Unknow
Minderico;Piação do Ninhou;mind1263;0;drc;0;0;0;I;L;<10K
Darmiya;Darmiya;0;0;drd;0;0;0;I;L;Unknow
Paakantyi; Paakantyi;darl1243;0;drl;0;0;0;I;L;Unknow
West Damar; Damar Batumerah;west2548;0;drn;0;0;0;I;L;Unknow
Rukai;Drekay;ruka1240;0;dru;0;0;0;I;L;10K-100K
Lower Sorbian;dolnoserbšćina / dolnoserbski;lowe1385;0;dsb;dsb;dsb;0;I;L;<10K
Ditidaht;diitiid7aa7tx;diti1235;0;dtd;0;0;0;I;L;Unknow
Dumun;Bai (?);dumu1246;0;dui;0;0;0;I;L;Unknow
Jola-Fonyi;kujóolay;jola1263;0;dyo;0;0;0;I;L;400000
Dyula;Julakan dyu;dyul1238;0;dyu;dyu;dyu;0;I;L;16000000
Tunzu;Duguza;tunz1235;0;dza;0;0;0;I;L;Unknow
Daza;Dazaga;daza1244;0;0;0;0;0;0;0;Unknow
Eastern Bontok;Eastern Bontoc;east2881;0;ebk;0;0;0;I;L;10K-100K
Ebrié;Cama;ebri1238;0;ebr;0;0;0;I;L;Unknow
Embu;Kiembu;embu1241;0;ebu;0;0;0;I;L;300000
E;Kjang E;eeee1240;0;eee;0;0;0;I;L;Unknow
Efik;Usem Efịk;efik1245;0;efi;efi;efi;0;I;L;2000000
Eggon;Onumu Egon;eggo1239;0;ego;0;0;0;I;L;100000
Askopan;Eivo;asko1238;0;eiv;0;0;0;I;L;Unknow
Ekari;Mee;ekar1243;0;ekg;0;0;0;I;L;10K-100K
Koti;Ekoti;koti1238;0;eko;0;0;0;I;L;10K-100K
Yace;Yache;yace1238;0;ekr;0;0;0;I;L;Unknow
Elepi;Elapi / Samap / Blabla;elep1240;0;ele;0;0;0;I;L;Unknow
Nding;Eliri;ndin1245;0;eli;0;0;0;I;E;Unknow
Mamulique;Carrizo;mamu1257;xcm;emm;0;0;0;I;E;Unknow
Erromintxela;Erromintxela;erro1240;0;emx;0;0;0;I;L;Unknow
Apali;Munga;apal1256;0;ena;0;0;0;I;L;Unknow
Enlhet;Enlhet;0;0;enl;0;0;0;I;L;Unknow
Engenni;Ẹgẹnẹ;0;0;enn;0;0;0;I;L;10K-100K
Enxet;Énxet nempeywa;0;0;enx;0;0;0;I;L;<10K
Eravallan;எரவல்லன்;erav1242;0;era;0;0;0;I;L;<10K
Ogea;Erima;ogea1238;0;eri;0;0;0;I;L;<10K
Horpa;Stau;horp1240;0;ero;0;0;0;I;L;Unknow
Eritai;Aliki;erit1239;0;ert;0;0;0;I;L;Unknow
Ese Ejja;Tiatinagua;esee1248;0;ese;0;0;0;I;L;<10K
Esselen;Huelel;esse1238;0;esq;0;0;0;I;E;Unknow
Central Siberian Yupik;Yupigestun / Akuzipigestun / Юпик;cent2128;0;ess;0;0;0;I;L;<10K
Estonian;eesti keel;esto1258;0;est;est;est;et;M;L;Unknow
Eskayan;Bisaya / Iniskaya / Eskayano;eska1234;0;esy;0;0;0;I;L;Unknow
Eten;Etien;eten1239;0;etx;0;0;0;I;L;10K-100K
Basque;euskara;basq1248;0;eus;baq;eus;eu;I;L;700000
Even;эвэды торэн (evedy toren);even1260;0;eve;0;0;0;I;L;<10K
Uvbie;Evrie;uvbi1238;0;evh;0;0;0;I;L;Unknow
Evenki;Эвэды̄ турэ̄н / Evedȳ turēn / Ewengki Gisong / əwəŋki gisʊŋ / ᠧᠸᠡᠩᠺᠢ ᠬᠢᠰᠰᠩ;even1259;0;evn;0;0;0;I;L;10K-100K
Ewe;Eʋegbe;ewee1241;0;ewe;ewe;ewe;ee;I;L;4000000
Extremaduran;estremeñu;extr1243;0;ext;0;0;0;I;L;200000
Keiyo;Elgeyo;keiy1238;0;eyo;0;0;0;I;L;300000
Fasu;Namo Me;fasu1242;0;faa;0;0;0;I;L;<10K
Wagi;Foran;wagi1247;zag;fad;0;0;0;I;L;<10K
Faroese;føroyskt mál;faro1244;0;fao;fao;fao;fo;I;L;10K-100K
Persian;فارسی / fārsī;0;0;fas;per;fas;fa;M;L;81000000
Foia Foia;Minanibai;foia1236;0;ffi;0;0;0;I;L;Unknow
Fongoro;Gele;0;0;fgr;0;0;0;I;L;Unknow
Nobiin;Nòbíín;nobi1240;0;fia;0;0;0;I;L;600000
Faifi;/həɾʒət ʔahɪl fəjfə/;faif1234;0;fif;0;0;0;I;L;Unknow
Fijian;Vosa Vaka-Viti;fiji1243;0;fij;fij;fij;fj;I;L;300000
Filipino;Wikang Filipino;fili1244;0;fil;fil;fil;0;I;L;28000000
Finnish;suomi;finn1318;0;fin;fin;fin;fi;I;L;5000000
Fipa;Ichifipa;fipa1238;0;fip;0;0;0;I;L;200000
Firan;Fəràn / Fɨràn;fira1238;0;fir;0;0;0;I;L;Unknow
Kirya-Konzəl;Fali;0;0;fkk;0;0;0;I;L;Unknow
Fania;Kulaale;fani1244;0;fni;0;0;0;I;L;Unknow
Fon;fɔ̀ngbè;fonn1241;0;fon;fon;fon;0;I;L;2000000
Fas;Momu;0;0;fqs;0;0;0;I;L;<10K
French;Français;stan1290;0;fra;fre;fra;fr;I;L;80000000
Fordata;Vaidida;ford1242;0;frd;0;0;0;I;L;Unknow
Frankish;*Frenkisk;0;0;frk;0;0;0;I;H;Unknow
Pulaar;بولار Pël;pula1263;0;fuc;0;0;0;I;L;Unknow
Friulian;furlan;friu1240;0;fur;fur;fur;0;I;L;600000
Furu;Bagero;furu1242;0;fuu;0;0;0;I;L;Unknow
Fur;bèle fòòr ;furr1244;0;fvr;0;0;0;I;L;900000
Fwe; cìfwè;fwee1238;0;fwe;0;0;0;I;L;Unknow
Ga;Gã;gaaa1244;0;gaa;gaa;gaa;0;I;L;700000
Gagauz;Gagauz dili / Gagauzça;gaga1249;0;gag;0;0;0;I;L;600000
Alekano;Gahuku;alek1238;0;gah;0;0;0;I;L;10K-100K
Gamkonora;bahasa Gamkonora;gamk1238;0;gak;0;0;0;I;L;Unknow
Gants; Gaj;gant1244;0;gao;0;0;0;I;L;Unknow
Nobonob;Garuh;nobo1238;0;gaw;0;0;0;I;L;<10K
Gayo; Basa Gayo;gayo1244;0;gay;gay;gay;0;I;L;300000
Gaddi;गदी Gaddi / गदकी Gaddki / गदियाली Gaddiyali / भरमौड़ी Bharmauri;gadd1242;0;gbk;0;0;0;I;L;100000
Garhwali;गढ़वळि;garh1243;0;gbm;0;0;0;I;L;3000000
Zoroastrian Dari;Yazdi;zoro1245;gbz;gbz;0;0;0;I;L;10K-100K
Mali;Gaktai;mali1284;0;gcc;0;0;0;I;L;Unknow
Galice;Galice-Applegate;gali1261;0;gce;0;0;0;I;E;Unknow
Gurdjar; Kurtjar;gurd1238;0;gdj;0;0;0;I;L;Unknow
Dirasha;Diraassh;dira1242;0;gdl;0;0;0;I;L;Unknow
Laal;yəw láàl;laal1242;0;gdm;0;0;0;I;L;Unknow
Umanakaina;Gwedena;uman1240;0;gdn;0;0;0;I;L;<10K
Wipi;Gidra;wipi1242;0;gdr;0;0;0;I;L;<10K
Geruma;Gyeermu;geru1240;0;gea;0;0;0;I;L;Unknow
Kire;Giri;kire1240;0;geb;0;0;0;I;L;<10K
Gebe;Minyaifuin;gebe1237;0;gei;0;0;0;I;L;Unknow
Gen;Mina;genn1243;0;gej;0;0;0;I;L;300000
Gera;Fyandigere;gera1246;0;gew;0;0;0;I;L;200000
Garre;اف الخرّيي;garr1259;0;gex;0;0;0;I;L;Unknow
Enya;Genya;enya1247;0;gey;0;0;0;I;L;Unknow
Patpatar;Gelik;patp1243;0;gfk;0;0;0;I;L;<10K
Kungarakany;Koongurrukuñ;kung1259;0;ggk;0;0;0;I;E;Unknow
Ghanongga;Ganoqa;ghan1242;0;ghn;0;0;0;I;L;Unknow
Gidar;Kaɗa;gida1247;0;gid;0;0;0;I;L;Unknow
Gilbertese;Taetae ni Kiribati;gilb1244;0;gil;gil;gil;0;I;L;100000
Gitxsan;Gitxsanimaax / Gitxsanimx;gitx1241;0;git;0;0;0;I;L;<10K
Gujari;گُوجَری / गुर्जरी;guja1253;0;gju;0;0;0;I;L;1000000
Kok-Nar; Kuuk-Nhang;kokn1236;0;gko;0;0;0;I;E;Unknow
Nanai;на̄най / на̄ни;nana1257;0;gld;0;0;0;I;L;<10K
Irish;Gaeilge / Gaeilge na hÉireann;iris1253;0;gle;gle;gle;ga;I;L;200000
Galician;galego;gali1258;0;glg;glg;glg;gl;I;L;2000000
Gilaki;گیلٚکی زٚوان (glk-Latn;gila1241;0;glk;0;0;0;I;L;2000000
Manx;Gaelg / Gailck;manx1243;0;glv;glv;glv;gv;I;L;<10K
Glavda;Galvaxdaxa;glav1244;0;glw;0;0;0;I;L;Unknow
Gula'alaa;Kwai;gula1270;0;gmb;0;0;0;I;L;Unknow
Kaansa;Kaansa;kaan1246;0;gna;0;0;0;I;L;Unknow
Ngangam;Gulimancema;ngan1299;0;gng;0;0;0;I;L;10K-100K
Guntai;Warta Thuntai;0;0;gnt;0;0;0;I;L;Unknow
Gongduk;Gongdukpa Ang / དགོང་འདུས་;gong1251;0;goe;0;0;0;I;L;Unknow
Gogo;Cigogo;gogo1263;0;gog;0;0;0;I;L;1000000
Gobasi;Go꞉bosi;goba1246;0;goi;0;0;0;I;L;<10K
Gondi;గోండి;gond1265;0;gon;gon;gon;0;M;L;3000000
Gorontalo;Bahasa Hulontalo;goro1259;0;gor;gor;gor;0;I;L;1000000
Goo;gʋ̏ʋ̏;gooa1234;0;gov;0;0;0;I;L;Unknow
Guiqiong;Duampu;guiq1238;0;gqi;0;0;0;I;L;Unknow
Grebo;grb;greb1257;0;grb;grb;grb;0;M;L;400000
Gbiri-Niragu;Kahugu;gbir1241;0;grh;0;0;0;I;L;Unknow
Guarani;avañeʼẽ;0;0;grn;grn;grn;gn;M;L;5000000
Garo;A•chikku;garo1247;0;grt;0;0;0;I;L;1000000
Shiki;Gubi;shik1242;0;gua;0;0;0;I;L;Unknow
Wayuu;Wayuunaiki;wayu1243;0;guc;0;0;0;I;L;300000
Guahibo;Jiwi;guah1255;0;guh;0;0;0;I;L;10K-100K
Eastern Bolivian Guaraní;Chiriguano / Chawuncu;east2555;0;gui;0;0;0;I;L;10K-100K
Gujarati;ગુજરાતી;guja1252;0;guj;guj;guj;gu;I;L;57000000
Mbyá Guaraní;ayvu (language) / nhandeayvu (our language);mbya1239;0;gun;0;0;0;I;L;10K-100K
Guayabero;Jiw;guay1257;0;guo;0;0;0;I;L;<10K
Aché;Guayakí;ache1246;0;guq;0;0;0;I;L;<10K
Farefare;Frafra;fare1241;0;gur;0;0;0;I;L;700000
Yanomamö;Yąnomamɨ;yano1261;0;guu;0;0;0;I;L;10K-100K
Gun;gungbe;gunn1250;0;guw;0;0;0;I;L;1000000
Gusii;Ekegusii;gusi1247;0;guz;0;0;0;I;L;2000000
Duwet;Guwot / Waing;duwe1237;0;gve;0;0;0;I;L;Unknow
Guajá;Awá;guaj1256;0;gvj;0;0;0;I;L;Unknow
Gulay;Pen;gula1268;0;gvl;0;0;0;I;L;200000
Gawri;کالامي ګاوری / Gāwrī / Kālāmī;kala1373;0;gwc;0;0;0;I;L;10K-100K
Gweno;Kigweno;gwen1239;0;gwe;0;0;0;I;L;Unknow
Gwichʼin;Dinjii Zhuʼ Ginjik;0;0;gwi;gwi;gwi;0;I;L;<10K
Gwere;(O)lugwere;gwer1238;0;gwr;0;0;0;I;L;400000
Gyalsumdo;ग्याल्सुस्दो;gyal1236;0;gyo;0;0;0;I;L;Unknow
Guarayu;Gwarayú / nyanyanye / ñañañe / guaraniete;guar1292;0;gyr;0;0;0;I;L;<10K
Ganza;غانزا;ganz1246;0;gza;0;0;0;I;L;Unknow
Haida;X̱aat Kíl / X̱aadas Kíl / X̱aayda Kil / Xaad kil;haid1248;0;hai;hai;hai;0;M;L;<10K
Hajong;হাজং;hajo1238;0;haj;0;0;0;I;L;Unknow
Hangaza;Kihangaza;hang1260;0;han;0;0;0;I;L;200000
Ha;Igiha;haaa1252;0;haq;0;0;0;I;L;1000000
Harari;ሀረሪ (hăräri);hara1271;0;har;0;0;0;I;L;10K-100K
Haisla;X̄aislak̓ala / X̌àh̓isl̩ak̓ala;hais1244;0;has;0;0;0;I;L;<10K
Hausa;هَرْشٜن هَوْسَ / Harshen/Halshen Hausa;haus1257;0;hau;hau;hau;ha;I;L;51000000
Havu;Kihavu;havu1238;0;hav;0;0;0;I;L;500000
Hawaiian;ʻŌlelo Hawaiʻi;hawa1245;0;haw;haw;haw;0;I;L;10K-100K
Haya;OluhayaOruhaya;haya1250;0;hay;0;0;0;I;L;1000000
Huba;Nya Huba;huba1236;0;hbb;0;0;0;I;L;300000
Heiban;Ebang;0;0;hbn;0;0;0;I;L;Unknow
Huichol;Wixárika Niukiyari;huic1243;0;hch;0;0;0;I;L;10K-100K
Hebrew;עִבְֿרִית / Ivrit;0;0;heb;heb;heb;he;I;L;4000000
Hehe;Kihehe;hehe1240;0;heh;0;0;0;I;L;800000
Herero;Otjiherero;here1253;0;her;her;her;hz;I;L;200000
Hoia Hoia;Hoyahoya;0;0;hhi;0;0;0;I;L;Unknow
Hidatsa;hiraaciré’;hida1246;0;hid;0;0;0;I;L;Unknow
Pamosu;Hinihon;pamo1253;0;hih;0;0;0;I;L;<10K
Hinduri;हिंडूरी / hiṁḍūrī / हंडूरी / haṁḍūrī;hind1267;0;hii;0;0;0;I;L;Unknow
Hiligaynon;Hiniligaynon / Inilonggo;hili1240;0;hil;hil;hil;0;I;L;7000000
Hittite;𒌷𒉌𒅆𒇷 niščili;hitt1242;0;hit;hit;hit;0;I;A;Unknow
Hunde;Kihunde;hund1239;0;hke;0;0;0;I;L;200000
Halbi;हलबी;halb1244;0;hlb;0;0;0;I;L;600000
Hlersu;Sansu;hler1235;0;hle;0;0;0;I;L;Unknow
Hmong;mww;0;0;hmn;hmn;hmn;0;M;L;3000000
Hamtai;Kapau;hamt1247;0;hmt;0;0;0;I;L;10K-100K
Chhattisgarhi;छत्तीसगढ़ी;chha1249;0;hne;0;0;0;I;L;18000000
Hani;Haqniqdoq;hani1248;0;hni;0;0;0;I;L;800000
Hanunoo;Hano;hanu1241;0;hnn;0;0;0;I;L;10K-100K
Ho;hoc;hooo1248;0;hoc;0;0;0;I;L;1000000
Horom;Horom;horo1245;0;hoe;0;0;0;I;L;Unknow
Holikachuk;Doogh Qinag;holi1241;0;hoi;0;0;0;I;L;Unknow
Holu;Kiholo;holu1245;0;hol;0;0;0;I;L;Unknow
Holoholo;Hɔlɔhɔlɔ;holo1240;0;hoo;0;0;0;I;L;Unknow
Hopi;Hopilàvayi;hopi1249;0;hop;0;0;0;I;L;<10K
Hote;Malê;hote1245;0;hot;0;0;0;I;L;<10K
Hrangkhol;Hrangkhawl;hran1239;0;hra;0;0;0;I;L;10K-100K
Hruso;Aka;hrus1242;0;hru;0;0;0;I;L;Unknow
Croatian;hrvatski;0;0;hrv;hrv;hrv;hr;I;L;4000000
Upper Sorbian;hornjoserbšćina / hornjoserbsce;uppe1395;0;hsb;hsb;hsb;0;I;L;<10K
Minica Huitoto;Mɨnɨka;mini1256;0;hto;0;0;0;I;L;<10K
Hadza;Hazane;hadz1240;0;hts;0;0;0;I;L;Unknow
Huilliche;chesungun / chedungun;huil1244;0;huh;0;0;0;I;L;Unknow
Hungarian;magyar nyelv;hung1274;0;hun;hun;hun;hu;I;L;17000000
Hupa;Na꞉tinixwe Mixine꞉wheʼ;hupa1240;hup;hup;hup;hup;0;I;L;<10K
Huastec;Teenek;huas1242;0;hus;0;0;0;I;L;100000
Hukumina;Bambaa;huku1237;0;huw;0;0;0;I;E;Unknow
Nüpode Huitoto;Nɨpóde;nupo1240;0;hux;0;0;0;I;L;<10K
Hunzib;гьонкьос мыц / honƛʼos mɨc;hunz1247;0;huz;0;0;0;I;L;Unknow
Armenian;հայերէն/հայերեն / hayeren;0;0;hye;arm;hye;hy;I;L;6000000
Iaai;Hwen iaai;iaai1238;0;iai;0;0;0;I;L;<10K
Iatmul;gepmakudi;iatm1242;0;ian;0;0;0;I;L;<10K
Iban;Jaku Iban;iban1264;0;iba;iba;iba;0;I;L;2000000
Ibibio;Usem Ibibio;ibib1240;0;ibb;0;0;0;I;L;2000000
Ibaloi;Ivadoy;ibal1244;0;ibl;0;0;0;I;L;100000
Agoi;Ibami;agoi1246;0;ibm;0;0;0;I;L;Unknow
Igbo;Ásụ̀sụ́ Ìgbò;nucl1417;0;ibo;ibo;ibo;ig;I;L;60000000
Idon;Ajiya;idon1238;0;idc;0;0;0;I;L;Unknow
Idoma;Ìdɔ́mà;idom1241;0;idu;0;0;0;I;L;900000
Kanggape;Igom;kang1291;0;igm;0;0;0;I;L;Unknow
Iha;Kapaur;ihaa1241;0;ihp;0;0;0;I;L;Unknow
Izon;Ịzọn;izon1238;0;ijc;0;0;0;I;L;2000000
Kalabari;Ibani–Kalabari–Kirike;kala1381;0;ijn;0;0;0;I;L;600000
Ik;Icé-tód;ikkk1242;0;ikx;0;0;0;I;L;<10K
Ikizu;Ikikizu;ikiz1238;0;ikz;0;0;0;I;L;Unknow
Ila;chiIla;ilaa1246;0;ilb;0;0;0;I;L;100000
Ili Turki;İlı turkeşi / И̇лı туркес̧и / ي̇لي تۋركەسي;ilit1241;0;ili;0;0;0;I;L;<10K
Anamgura;Mindivi;0;0;imi;0;0;0;I;L;Unknow
Miluk;Lower Coquille;milu1241;0;iml;0;0;0;I;E;Unknow
Milyan;Lycian B;mily1238;0;imy;0;0;0;I;A;Unknow
Indonesian;Bahasa Indonesia;0;0;ind;ind;ind;id;I;L;43000000
Ingush;гӀалгӀай мотт (Ghalghaj mott);ingu1240;0;inh;inh;inh;0;I;L;300000
Inor; Ennemor;inor1240;ior;ior;0;0;0;I;L;300000
Irarutu;Kasira;irar1238;0;irh;0;0;0;I;L;Unknow
Rigwe;Nkarigwe;0;0;iri;0;0;0;I;L;10K-100K
Iraqw;Kángw Iraqw;iraq1241;0;irk;0;0;0;I;L;600000
Irula;இருளா;0;0;iru;0;0;0;I;L;200000
Kamberau;Kamrau;kamb1302;0;irx;0;0;0;I;L;Unknow
Esan;Ishan;esan1238;0;ish;0;0;0;I;L;300000
Nkem-Nkum;Isibiri;nkem1242;0;isi;0;0;0;I;L;Unknow
Ishkashimi;škošmi zəvůk;ishk1246;0;isk;0;0;0;I;L;Unknow
Icelandic;íslenska;icel1247;0;isl;ice;isl;is;I;L;300000
Isanzu;Kinyihanzu;isan1243;0;isn;0;0;0;I;L;Unknow
Istriot;Eîstrioto / Lèngua Eîstriota / ist;istr1244;0;ist;0;0;0;I;L;<10K
Italian;italiano / lingua italiana;ital1282;0;ita;ita;ita;it;I;L;65000000
Itelmen;итэнмэн Itənmən;0;0;itl;0;0;0;I;L;<10K
Itonama;sihni pandara;iton1250;0;ito;0;0;0;I;L;Unknow
Iteri;Rocky Peak;iter1241;0;itr;0;0;0;I;L;Unknow
Iu Mien;Iu Mienh;iumi1238;0;ium;0;0;0;I;L;800000
Ivatan;Chirin nu Ibatan;0;0;ivv;0;0;0;I;L;10K-100K
Iwur;Morop;0;0;iwo;0;0;0;I;L;Unknow
Sepik Iwam;Yawenian;sepi1255;0;iws;0;0;0;I;L;<10K
Ixcatec;Xwja / Xjuani;ixca1245;0;ixc;0;0;0;I;L;Unknow
Mesaka;Ugarə;mesa1245;0;iyo;0;0;0;I;L;Unknow
Ingrian;ižoran keeli;ingr1248;0;izh;0;0;0;I;L;<10K
Izere;Izarek;izer1241;0;izr;0;0;0;I;L;10K-100K
Hyam;Jabba;hyam1245;0;jab;0;0;0;I;L;300000
Yabem;Jabêm;yabe1254;0;jae;0;0;0;I;L;<10K
Yalahatan;Awaiya;0;0;jal;0;0;0;I;L;Unknow
Javanese;basa Jawa / ꦧꦱꦗꦮ / بَاسَا جَاوَا;java1254;0;jav;jav;jav;jv;I;L;82000000
Nafusi;Ažbali / Mazoɣ / Maziɣ;nafu1238;0;jbn;0;0;0;I;L;100000
Jukun Takum;Njikun;juku1254;0;jbu;0;0;0;I;L;<10K
Krymchak;кърымчах тыльы;krym1236;0;jct;0;0;0;I;L;<10K
Jadgali; Nummaṛī;jadg1238;0;jdg;0;0;0;I;L;Unknow
Jebero;Shiwilu;jebe1250;0;jeb;0;0;0;I;L;Unknow
Yelmek;Jab;0;0;jel;0;0;0;I;L;Unknow
Manem;Jeti;mane1266;0;jet;0;0;0;I;L;Unknow
Ngbee;Lingbee;ngbe1238;0;jgb;0;0;0;I;E;Unknow
Ngomba;Nda’a;ngom1272;0;jgo;0;0;0;I;L;10K-100K
Tol;Tolpan;toll1241;0;jic;0;0;0;I;L;<10K
Jingulu; Djingili;djin1251;0;jig;0;0;0;I;L;Unknow
Jiamao;Tai 台;jiam1236;0;jio;0;0;0;I;L;Unknow
Jita;Ecijita;jita1239;0;jit;0;0;0;I;L;200000
Shuar;Shiwar chicham;shua1257;0;jiv;0;0;0;I;L;10K-100K
Labir;Jaku;labi1245;0;jku;0;0;0;I;L;Unknow
Ngile;Daloka;ngil1242;0;jle;0;0;0;I;L;Unknow
Dima;Jimajima;dima1252;0;jma;0;0;0;I;L;Unknow
Zumbun;Jimbin;zumb1240;0;jmb;0;0;0;I;L;Unknow
Jumli;जुम्ली खस;juml1238;0;jml;0;0;0;I;L;10K-100K
Janji;Tijanji;janj1240;0;jni;0;0;0;I;L;Unknow
Jowulu;Jɔ;jowu1238;0;jow;0;0;0;I;L;Unknow
Japanese;日本語 / にほんご / nihongo;nucl1643;0;jpn;jpn;jpn;ja;I;L;128000000
